timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,ctrl_mode
46014499682821,6.829619,0.094109,0.652982,-3.287713,-38.696150,-6.237492,6.829622,0.094108,0.652982,-3.287709,-38.696149,-6.237492,-0.003962,-0.000000,0.000000,-0.000000,-0.002848,0.000000,0.331276,-20.698027,-16.074928,-4.259907,2.836720,-0.001859,-0.582941,-0.104088,0.972815,5
46014500707416,6.829622,0.094107,0.652981,-3.287711,-38.696149,-6.237492,6.829622,0.094109,0.652982,-3.287709,-38.696149,-6.237492,0.003169,-0.002377,0.000000,-0.000000,-0.000000,0.000000,-0.257859,-20.045757,-15.895957,-4.295594,2.807409,-0.001737,-0.582939,-0.104089,0.972817,5
46014501706762,6.829622,0.094108,0.652982,-3.287711,-38.696148,-6.237491,6.829622,0.094109,0.652982,-3.287710,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.015195,-20.730998,-16.103027,-4.316845,2.826977,-0.001791,-0.582941,-0.104090,0.972816,5
46014502679270,6.829623,0.094108,0.652983,-3.287710,-38.696149,-6.237493,6.829622,0.094109,0.652982,-3.287710,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.018966,-20.721032,-16.099605,-4.317176,2.826588,-0.001797,-0.582941,-0.104091,0.972815,5
46014503707625,6.829622,0.094111,0.652984,-3.287711,-38.696150,-6.237493,6.829622,0.094109,0.652983,-3.287710,-38.696149,-6.237492,-0.000000,0.002377,0.003169,-0.000000,-0.000000,0.000000,-0.064267,-21.670523,-16.457927,-4.414813,2.856014,-0.001768,-0.582942,-0.104091,0.972813,5
46014504706885,6.829622,0.094109,0.652982,-3.287709,-38.696150,-6.237492,6.829622,0.094109,0.652983,-3.287711,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.022614,-20.699693,-16.091567,-4.317034,2.825759,-0.001813,-0.582941,-0.104090,0.972815,5
46014505676666,6.829623,0.094108,0.652983,-3.287712,-38.696152,-6.237492,6.829622,0.094109,0.652983,-3.287711,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.002848,0.000000,-0.025579,-20.689890,-16.091559,-4.317834,2.828071,-0.001821,-0.582940,-0.104090,0.972815,5
46014506705285,6.829622,0.094108,0.652983,-3.287710,-38.696150,-6.237493,6.829622,0.094109,0.652983,-3.287712,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.028457,-20.672637,-16.081920,-4.316787,2.824777,-0.001828,-0.582941,-0.104090,0.972815,5
46014507676671,6.829624,0.094108,0.652983,-3.287713,-38.696150,-6.237494,6.829622,0.094109,0.652983,-3.287712,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.002848,-0.000000,0.000000,-0.022013,-20.630063,-16.062720,-4.307106,2.823010,-0.001785,-0.582940,-0.104090,0.972816,5
46014508708055,6.829623,0.094110,0.652984,-3.287711,-38.696149,-6.237492,6.829622,0.094109,0.652984,-3.287713,-38.696149,-6.237492,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.034900,-20.651122,-16.073981,-4.317125,2.823862,-0.001843,-0.582942,-0.104091,0.972814,5
