timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,ctrl_mode
46039223679908,6.441995,1.844475,0.973319,-6.078833,-39.123640,-6.237493,6.441995,1.844473,0.973318,-6.078831,-39.123640,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.006435,-58.485399,-10.515782,1.711190,-2.839811,0.001682,-0.836975,-0.258478,-0.091445,5
46039224706908,6.441994,1.844472,0.973316,-6.078831,-39.123641,-6.237493,6.441995,1.844473,0.973318,-6.078831,-39.123640,-6.237493,-0.000000,-0.002377,-0.003169,-0.000000,-0.000000,0.000000,0.067787,-57.583557,-10.182000,1.642346,-2.799577,0.001575,-0.836978,-0.258477,-0.091441,5
46039225707654,6.441995,1.844475,0.973317,-6.078832,-39.123640,-6.237493,6.441995,1.844473,0.973318,-6.078831,-39.123640,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.008257,-58.517384,-10.523770,1.712661,-2.840887,0.001683,-0.836976,-0.258478,-0.091444,5
46039226708493,6.441995,1.844472,0.973319,-6.078832,-39.123642,-6.237493,6.441995,1.844473,0.973318,-6.078831,-39.123640,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.002848,0.000000,-0.008907,-58.520056,-10.522934,1.712951,-2.838425,0.001683,-0.836976,-0.258478,-0.091442,5
46039227707099,6.441995,1.844472,0.973318,-6.078831,-39.123638,-6.237493,6.441995,1.844472,0.973318,-6.078831,-39.123640,-6.237493,-0.000000,-0.000000,0.000000,0.002848,-0.000000,0.000000,0.012808,-58.528515,-10.520837,1.703573,-2.841563,0.001671,-0.836977,-0.258478,-0.091443,5
46039228707984,6.441995,1.844473,0.973317,-6.078832,-39.123641,-6.237494,6.441995,1.844472,0.973319,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.002848,0.000000,-0.011300,-58.558811,-10.532902,1.714853,-2.839775,0.001684,-0.836977,-0.258478,-0.091442,5
46039229706755,6.441994,1.844472,0.973319,-6.078831,-39.123639,-6.237494,6.441995,1.844472,0.973319,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.009998,-58.585802,-10.541461,1.715755,-2.843252,0.001687,-0.836977,-0.258477,-0.091443,5
46039230707918,6.441995,1.844473,0.973317,-6.078833,-39.123641,-6.237492,6.441995,1.844472,0.973319,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.014074,-58.607958,-10.547213,1.717155,-2.843998,0.001687,-0.836976,-0.258479,-0.091442,5
46039231706500,6.441996,1.844473,0.973318,-6.078831,-39.123640,-6.237493,6.441995,1.844471,0.973319,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.017938,-58.629835,-10.553150,1.718468,-2.844783,0.001688,-0.836976,-0.258479,-0.091443,5
46039232704836,6.441995,1.844472,0.973316,-6.078832,-39.123642,-6.237494,6.441995,1.844471,0.973319,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.016606,-58.648340,-10.557578,1.719112,-2.845385,0.001689,-0.836977,-0.258478,-0.091441,5
46039233711165,6.441994,1.844473,0.973319,-6.078832,-39.123640,-6.237493,6.441995,1.844471,0.973320,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.000000,-0.032143,-58.823663,-10.648024,1.737339,-2.854654,0.001725,-0.836977,-0.258477,-0.091443,5
46039234708712,6.441994,1.844473,0.973318,-6.078834,-39.123642,-6.237495,6.441995,1.844470,0.973320,-6.078831,-39.123639,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.017534,-58.697875,-10.571011,1.721553,-2.847180,0.001692,-0.836976,-0.258478,-0.091442,5
46039235707661,6.441995,1.844473,0.973316,-6.078833,-39.123640,-6.237493,6.441995,1.844470,0.973320,-6.078832,-39.123638,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.021524,-58.721435,-10.577050,1.722915,-2.848008,0.001693,-0.836977,-0.258479,-0.091442,5
46039236707667,6.441995,1.844475,0.973316,-6.078835,-39.123639,-6.237492,6.441995,1.844469,0.973320,-6.078832,-39.123638,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.023669,-58.751347,-10.585241,1.724577,-2.849110,0.001694,-0.836976,-0.258479,-0.091444,5
46039237707610,6.441996,1.844473,0.973315,-6.078831,-39.123641,-6.237491,6.441995,1.844469,0.973321,-6.078832,-39.123638,-6.237493,-0.000000,-0.000000,0.000000,0.003797,-0.000000,0.000000,0.003205,-58.747195,-10.576320,1.711698,-2.849334,0.001676,-0.836977,-0.258479,-0.091441,5
46039238707522,6.441996,1.844473,0.973315,-6.078832,-39.123641,-6.237493,6.441995,1.844468,0.973321,-6.078832,-39.123638,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.029120,-58.798201,-10.597231,1.727036,-2.850712,0.001696,-0.836977,-0.258479,-0.091441,5
46039239708012,6.441996,1.844474,0.973317,-6.078831,-39.123642,-6.237492,6.441995,1.844467,0.973322,-6.078832,-39.123637,-6.237493,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.000000,-0.050082,-58.978456,-10.689155,1.745996,-2.860130,0.001732,-0.836976,-0.258479,-0.091443,5
46039240709806,6.441994,1.844473,0.973315,-6.078831,-39.123641,-6.237493,6.441995,1.844466,0.973322,-6.078832,-39.123637,-6.237493,-0.002377,-0.000000,-0.002377,-0.000000,-0.000000,0.000000,0.764426,-58.641885,-10.490866,1.635623,-2.843976,0.001711,-0.836978,-0.258477,-0.091441,5
46039241708504,6.441994,1.844473,0.973315,-6.078831,-39.123642,-6.237495,6.441995,1.844466,0.973323,-6.078833,-39.123637,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.029689,-58.882421,-10.619537,1.730905,-2.853738,0.001701,-0.836978,-0.258477,-0.091441,5
46039242705437,6.441996,1.844473,0.973318,-6.078830,-39.123641,-6.237493,6.441995,1.844465,0.973323,-6.078833,-39.123636,-6.237493,-0.000000,-0.000000,0.003169,-0.000000,-0.000000,0.000000,-0.062161,-59.113399,-10.739649,1.756170,-2.865955,0.001748,-0.836976,-0.258478,-0.091443,5
46039243707642,6.441994,1.844474,0.973316,-6.078832,-39.123640,-6.237493,6.441995,1.844464,0.973324,-6.078833,-39.123636,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.034217,-58.946342,-10.637031,1.734367,-2.856092,0.001704,-0.836977,-0.258478,-0.091443,5
46039244704647,6.441996,1.844473,0.973313,-6.078833,-39.123641,-6.237492,6.441995,1.844463,0.973325,-6.078833,-39.123635,-6.237493,-0.000000,-0.000000,-0.003169,-0.000000,-0.000000,0.000000,-0.016098,-58.775183,-10.533100,1.713186,-2.845996,0.001659,-0.836977,-0.258479,-0.091441,5
46039245719198,6.441994,1.844474,0.973316,-6.078833,-39.123642,-6.237494,6.441995,1.844461,0.973325,-6.078834,-39.123635,-6.237493,-0.000000,-0.000000,0.003169,-0.000000,-0.000000,0.000000,-0.063822,-59.208919,-10.764975,1.760773,-2.869396,0.001753,-0.836976,-0.258478,-0.091442,5
46039246682435,6.441996,1.844473,0.973316,-6.078833,-39.123641,-6.237492,6.441995,1.844460,0.973326,-6.078834,-39.123634,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.046009,-59.041326,-10.662547,1.739865,-2.859491,0.001709,-0.836976,-0.258479,-0.091442,5
46039247706572,6.441994,1.844472,0.973315,-6.078833,-39.123639,-6.237492,6.441995,1.844459,0.973327,-6.078834,-39.123634,-6.237493,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.042964,-59.071617,-10.670186,1.740897,-2.860584,0.001710,-0.836978,-0.258478,-0.091441,5
46039248705826,6.441995,1.844473,0.973317,-6.078832,-39.123640,-6.237493,6.441995,1.844458,0.973328,-6.078835,-39.123633,-6.237493,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.000000,-0.067068,-59.259424,-10.764277,1.760527,-2.870283,0.001747,-0.836977,-0.258478,-0.091443,5
