timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,ctrl_mode
574763936528891,-5.612989,-0.325746,6.637170,1.153425,-0.010583,-0.000001,-5.645982,-0.308703,6.579559,1.501821,0.156907,2.036571,-0.008716,0.014262,-0.027732,0.002848,-0.004746,0.000000,-10.532489,32.015850,-0.050460,2.967819,0.423496,0.146687,0.278769,0.124639,1.308343,4
574763937526380,-5.613000,-0.325733,6.637143,1.153429,-0.010589,-0.000001,-5.646000,-0.308686,6.579523,1.502021,0.156899,2.036655,-0.010300,0.014262,-0.027732,0.004746,-0.005695,0.000000,-10.435910,31.962980,-0.066287,2.991247,0.415578,0.146770,0.278772,0.124640,1.308343,4
574763938525461,-5.613010,-0.325719,6.637114,1.153429,-0.010593,0.000000,-5.646018,-0.308670,6.579486,1.502221,0.156891,2.036739,-0.010300,0.013470,-0.028524,0.003797,-0.005695,0.000000,-10.455457,32.309675,0.069838,2.984626,0.421543,0.146804,0.278775,0.124639,1.308343,4
574763939481108,-5.613020,-0.325705,6.637086,1.153430,-0.010596,-0.000001,-5.646037,-0.308654,6.579450,1.502421,0.156883,2.036824,-0.010300,0.014262,-0.028524,-0.000000,-0.003797,0.000000,-10.412725,31.996061,-0.049356,3.008205,0.409990,0.146879,0.278778,0.124639,1.308343,4
574763940523642,-5.613028,-0.325690,6.637056,1.153429,-0.010604,-0.000001,-5.646055,-0.308638,6.579414,1.502621,0.156874,2.036908,-0.007923,0.015847,-0.030109,-0.000000,-0.007594,0.000000,-10.532473,31.650168,-0.162774,2.984913,0.419561,0.146783,0.278780,0.124640,1.308343,4
574763941480032,-5.613038,-0.325675,6.637029,1.153431,-0.010608,-0.000001,-5.646074,-0.308622,6.579377,1.502821,0.156866,2.036992,-0.009508,0.014262,-0.026940,-0.000000,-0.006645,0.000000,-10.452680,31.868666,-0.119277,3.007302,0.410833,0.146889,0.278781,0.124638,1.308343,4
574763942480159,-5.613046,-0.325663,6.637000,1.153433,-0.010614,0.000000,-5.646092,-0.308606,6.579341,1.503021,0.156858,2.037077,-0.009508,0.014262,-0.027732,-0.000000,-0.003797,0.002848,-10.453004,31.936826,-0.086623,3.008836,0.409444,0.146897,0.278786,0.124640,1.308342,4
574763943524868,-5.613056,-0.325644,6.636972,1.153435,-0.010616,-0.000002,-5.646110,-0.308590,6.579305,1.503221,0.156850,2.037161,-0.008716,0.016639,-0.026940,-0.000000,-0.002848,0.000000,-10.426828,31.005638,-0.443225,3.033024,0.392430,0.146907,0.278785,0.124637,1.308344,4
574763944528975,-5.613064,-0.325629,6.636940,1.153438,-0.010621,-0.000003,-5.646129,-0.308574,6.579269,1.503421,0.156842,2.037246,-0.007131,0.015847,-0.030901,-0.000000,-0.004746,0.000000,-10.574412,31.704547,-0.140512,2.985105,0.419162,0.146842,0.278788,0.124639,1.308343,4
574763945524627,-5.613074,-0.325614,6.636912,1.153438,-0.010627,-0.000002,-5.646147,-0.308558,6.579233,1.503621,0.156833,2.037330,-0.010300,0.015847,-0.027732,-0.000000,-0.005695,0.000000,-10.349450,31.290259,-0.325595,3.050823,0.391643,0.147033,0.278790,0.124638,1.308343,4
574763946479616,-5.613082,-0.325598,6.636883,1.153440,-0.010631,-0.000002,-5.646166,-0.308542,6.579197,1.503821,0.156825,2.037414,-0.007131,0.014262,-0.029317,0.002848,-0.005695,0.000000,-10.615671,32.122570,-0.006752,2.972156,0.426808,0.146853,0.278791,0.124637,1.308344,4
574763947479679,-5.613092,-0.325582,6.636849,1.153442,-0.010635,-0.000003,-5.646184,-0.308526,6.579161,1.504021,0.156817,2.037499,-0.009508,0.015847,-0.034071,-0.000000,-0.005695,0.000000,-10.431417,31.863221,-0.039373,3.020801,0.411481,0.147034,0.278795,0.124638,1.308343,4
574763948524277,-5.613100,-0.325562,6.636819,1.153443,-0.010639,-0.000002,-5.646202,-0.308510,6.579124,1.504221,0.156809,2.037583,-0.008716,0.019809,-0.030109,-0.000000,-0.004746,0.000000,-10.343304,30.074253,-0.751186,3.076217,0.374534,0.147035,0.278794,0.124636,1.308344,4
574763949525888,-5.613108,-0.325546,6.636791,1.153443,-0.010642,0.000000,-5.646221,-0.308494,6.579088,1.504421,0.156801,2.037667,-0.009508,0.016639,-0.030109,-0.000000,-0.002848,0.000000,-10.376526,31.174850,-0.345465,3.055173,0.389503,0.147091,0.278795,0.124634,1.308345,4
574763950514616,-5.613117,-0.325530,6.636759,1.153446,-0.010647,-0.000002,-5.646239,-0.308478,6.579052,1.504621,0.156792,2.037752,-0.008716,0.016639,-0.031694,0.002848,-0.004746,0.000000,-10.447046,31.346537,-0.263272,3.032138,0.401350,0.147038,0.278797,0.124634,1.308345,4
574763951479174,-5.613126,-0.325510,6.636725,1.153447,-0.010651,0.000000,-5.646258,-0.308462,6.579017,1.504821,0.156784,2.037836,-0.008716,0.017432,-0.030901,-0.000000,-0.004746,0.000000,-10.405147,30.952855,-0.419805,3.055655,0.390021,0.147101,0.278797,0.124633,1.308346,4
574763952524297,-5.613134,-0.325492,6.636693,1.153449,-0.010653,0.000001,-5.646276,-0.308446,6.578981,1.505021,0.156776,2.037920,-0.008716,0.017432,-0.032486,-0.000000,-0.002848,0.000000,-10.408842,31.073961,-0.356833,3.054350,0.391292,0.147124,0.278799,0.124632,1.308346,4
574763953517228,-5.613142,-0.325473,6.636659,1.153452,-0.010660,-0.000003,-5.646294,-0.308430,6.578945,1.505221,0.156768,2.038005,-0.007131,0.019016,-0.033279,0.002848,-0.006645,-0.003797,-10.483869,30.626470,-0.513767,3.039927,0.396090,0.147056,0.278800,0.124632,1.308347,4
574763954520596,-5.613151,-0.325455,6.636628,1.153453,-0.010664,-0.000002,-5.646313,-0.308414,6.578909,1.505421,0.156760,2.038089,-0.007923,0.019016,-0.031694,-0.000000,-0.005695,0.000000,-10.407366,30.420716,-0.609654,3.070047,0.382669,0.147137,0.278800,0.124630,1.308347,4
574763955524805,-5.613160,-0.325435,6.636591,1.153457,-0.010670,-0.000003,-5.646331,-0.308398,6.578873,1.505621,0.156751,2.038173,-0.007131,0.018224,-0.035656,0.004746,-0.003797,-0.003797,-10.516359,31.084772,-0.316212,3.025988,0.404381,0.147078,0.278802,0.124631,1.308347,4
574763956523496,-5.613168,-0.325415,6.636559,1.153459,-0.010672,0.000001,-5.646349,-0.308382,6.578837,1.505821,0.156743,2.038258,-0.007923,0.019809,-0.032486,-0.000000,-0.002848,0.003797,-10.379682,30.151775,-0.700451,3.085793,0.373881,0.147166,0.278802,0.124629,1.308348,4
574763957517917,-5.613177,-0.325397,6.636527,1.153458,-0.010675,-0.000002,-5.646368,-0.308367,6.578801,1.506021,0.156735,2.038342,-0.009508,0.018224,-0.031694,-0.000000,-0.002848,-0.002848,-10.313272,30.574852,-0.551017,3.098877,0.372408,0.147308,0.278803,0.124627,1.308349,4
574763958522979,-5.613186,-0.325377,6.636493,1.153461,-0.010683,-0.000002,-5.646386,-0.308351,6.578766,1.506221,0.156727,2.038426,-0.008716,0.019809,-0.036448,0.003797,-0.007594,0.000000,-10.363317,30.452935,-0.536035,3.079126,0.384949,0.147225,0.278804,0.124627,1.308350,4
574763959520863,-5.613195,-0.325356,6.636460,1.153463,-0.010683,-0.000002,-5.646404,-0.308335,6.578730,1.506421,0.156718,2.038511,-0.010300,0.021393,-0.031694,-0.000000,-0.000000,-0.004746,-10.161782,29.334870,-1.008002,3.159518,0.339536,0.147419,0.278803,0.124623,1.308351,4
574763960521198,-5.613203,-0.325335,6.636423,1.153467,-0.010688,0.000000,-5.646423,-0.308319,6.578694,1.506621,0.156710,2.038595,-0.008716,0.020601,-0.036448,0.003797,-0.004746,0.000000,-10.329236,30.102689,-0.666542,3.098569,0.373646,0.147278,0.278804,0.124623,1.308351,4
574763961524986,-5.613212,-0.325316,6.636386,1.153469,-0.010693,-0.000002,-5.646441,-0.308303,6.578659,1.506821,0.156702,2.038679,-0.008716,0.019809,-0.037240,-0.000000,-0.005695,0.000000,-10.338581,30.425271,-0.538940,3.098339,0.378325,0.147346,0.278806,0.124623,1.308352,4
574763962480883,-5.613220,-0.325297,6.636350,1.153474,-0.010696,-0.000002,-5.646460,-0.308288,6.578623,1.507021,0.156694,2.038764,-0.007923,0.019016,-0.035656,0.004746,-0.002848,0.000000,-10.415707,30.595154,-0.496839,3.076036,0.383970,0.147271,0.278808,0.124623,1.308352,4
574763963524568,-5.613229,-0.325276,6.636313,1.153477,-0.010700,-0.000002,-5.646478,-0.308272,6.578587,1.507221,0.156686,2.038848,-0.009508,0.020601,-0.037240,0.002848,-0.003797,0.000000,-10.267537,30.071751,-0.666604,3.122150,0.365901,0.147403,0.278809,0.124622,1.308352,4
574763964524454,-5.613237,-0.325255,6.636276,1.153478,-0.010705,-0.000002,-5.646496,-0.308256,6.578552,1.507421,0.156677,2.038932,-0.007923,0.021393,-0.037240,-0.000000,-0.004746,0.000000,-10.333275,29.806136,-0.769157,3.117004,0.366915,0.147383,0.278810,0.124622,1.308353,4
574763965527539,-5.613245,-0.325236,6.636239,1.153480,-0.010707,0.000001,-5.646515,-0.308241,6.578516,1.507621,0.156669,2.039017,-0.007923,0.020601,-0.039617,0.003797,-0.003797,0.000000,-10.380224,30.300174,-0.556107,3.093135,0.379923,0.147355,0.278813,0.124622,1.308353,4
574763966524528,-5.613255,-0.325214,6.636201,1.153481,-0.010713,-0.000002,-5.646533,-0.308225,6.578481,1.507821,0.156661,2.039101,-0.010300,0.021393,-0.036448,-0.000000,-0.006645,0.000000,-10.170652,29.603348,-0.846756,3.164163,0.350254,0.147554,0.278814,0.124621,1.308354,4
574763967527595,-5.613263,-0.325193,6.636163,1.153486,-0.010713,-0.000002,-5.646551,-0.308209,6.578446,1.508021,0.156653,2.039185,-0.007923,0.021393,-0.038825,-0.000000,-0.000000,0.000000,-10.326192,29.865453,-0.728553,3.125067,0.362854,0.147456,0.278815,0.124620,1.308354,4
574763968529417,-5.613274,-0.325173,6.636125,1.153487,-0.010719,0.000000,-5.646570,-0.308194,6.578410,1.508221,0.156645,2.039270,-0.011093,0.019809,-0.037240,0.002848,-0.005695,0.000000,-10.170107,30.178895,-0.621153,3.156103,0.357730,0.147604,0.278818,0.124620,1.308354,4
