timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,tcp_roll,tcp_pitch,tcp_yaw,goal_x,goal_y,goal_z,goal_roll,goal_pitch,goal_yaw,ctrl_mode
2996102028415,0.016524,-0.188949,1.702527,-1.485629,-38.027909,-6.237471,0.016527,-0.188949,1.702528,-1.485629,-38.027908,-6.237470,-0.002377,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.204290,-14.319689,-23.586979,1.464040,-0.206394,0.000527,-0.554464,-0.124122,0.603769,1.488684,-0.107511,-1.216745,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996103033822,0.016527,-0.188950,1.702526,-1.485629,-38.027909,-6.237470,0.016527,-0.188949,1.702528,-1.485629,-38.027908,-6.237470,-0.000000,-0.000000,0.000000,0.002848,-0.000000,0.000000,0.002178,-14.266566,-23.586980,1.419944,-0.177103,0.000399,-0.554464,-0.124124,0.603770,1.488683,-0.107511,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996104049473,0.016525,-0.188950,1.702527,-1.485628,-38.027907,-6.237471,0.016527,-0.188949,1.702528,-1.485629,-38.027907,-6.237470,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.016724,-14.276062,-23.593041,1.427131,-0.179498,0.000485,-0.554464,-0.124122,0.603770,1.488683,-0.107512,-1.216746,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996105024032,0.016527,-0.188951,1.702528,-1.485632,-38.027912,-6.237470,0.016527,-0.188949,1.702528,-1.485630,-38.027907,-6.237469,-0.000000,-0.000000,0.000000,-0.003797,-0.004746,0.000000,0.022271,-14.281818,-23.600182,1.433788,-0.177488,0.000599,-0.554463,-0.124124,0.603769,1.488684,-0.107509,-1.216740,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996106033398,0.016528,-0.188948,1.702526,-1.485630,-38.027907,-6.237471,0.016527,-0.188949,1.702527,-1.485630,-38.027907,-6.237469,-0.000000,0.002377,0.000000,-0.000000,0.004746,0.000000,0.069508,-14.723521,-23.699467,1.437659,-0.190297,0.000418,-0.554464,-0.124124,0.603769,1.488684,-0.107510,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996107034318,0.016526,-0.188949,1.702527,-1.485631,-38.027910,-6.237470,0.016528,-0.188949,1.702527,-1.485631,-38.027907,-6.237468,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.024952,-14.294679,-23.598719,1.426093,-0.180010,0.000481,-0.554464,-0.124123,0.603769,1.488685,-0.107510,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996108021672,0.016528,-0.188949,1.702527,-1.485631,-38.027911,-6.237470,0.016528,-0.188949,1.702527,-1.485631,-38.027907,-6.237467,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.026950,-14.300557,-23.600638,1.425571,-0.180071,0.000479,-0.554464,-0.124124,0.603769,1.488685,-0.107510,-1.216740,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996109033649,0.016526,-0.188950,1.702525,-1.485630,-38.027911,-6.237470,0.016528,-0.188949,1.702527,-1.485632,-38.027907,-6.237467,-0.000000,-0.000000,-0.003169,-0.003797,-0.000000,0.000000,0.048066,-14.218982,-23.463440,1.426054,-0.183016,0.000657,-0.554464,-0.124123,0.603771,1.488681,-0.107510,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996110032478,0.016526,-0.188951,1.702526,-1.485630,-38.027909,-6.237471,0.016528,-0.188950,1.702527,-1.485633,-38.027906,-6.237466,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.035171,-14.310918,-23.603577,1.425233,-0.180802,0.000476,-0.554464,-0.124123,0.603770,1.488682,-0.107509,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996111020345,0.016528,-0.188949,1.702526,-1.485630,-38.027908,-6.237470,0.016529,-0.188950,1.702527,-1.485634,-38.027906,-6.237465,-0.000000,-0.000000,-0.002377,-0.000000,-0.000000,0.000000,0.039680,-14.252165,-23.498969,1.417994,-0.180841,0.000520,-0.554464,-0.124124,0.603769,1.488684,-0.107511,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996112031407,0.016526,-0.188949,1.702527,-1.485629,-38.027909,-6.237469,0.016529,-0.188950,1.702527,-1.485635,-38.027906,-6.237463,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.043400,-14.328206,-23.608870,1.424924,-0.181526,0.000470,-0.554464,-0.124123,0.603769,1.488684,-0.107513,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996113020760,0.016528,-0.188949,1.702526,-1.485634,-38.027910,-6.237470,0.016529,-0.188950,1.702527,-1.485637,-38.027905,-6.237462,-0.000000,-0.000000,0.000000,-0.004746,-0.000000,0.000000,0.064544,-14.341148,-23.617703,1.436811,-0.185153,0.000615,-0.554464,-0.124123,0.603769,1.488685,-0.107507,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996114027722,0.016528,-0.188948,1.702527,-1.485629,-38.027908,-6.237469,0.016530,-0.188950,1.702527,-1.485638,-38.027905,-6.237460,-0.000000,-0.000000,0.000000,0.004746,-0.000000,0.002848,0.033151,-14.338418,-23.606952,1.412203,-0.178749,0.000274,-0.554464,-0.124124,0.603769,1.488685,-0.107513,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996115030946,0.016527,-0.188951,1.702528,-1.485632,-38.027912,-6.237471,0.016530,-0.188950,1.702526,-1.485640,-38.027905,-6.237459,-0.000000,-0.002377,0.000000,-0.002848,-0.003797,0.000000,0.019486,-13.918447,-23.517078,1.420668,-0.174853,0.000616,-0.554463,-0.124124,0.603769,1.488684,-0.107508,-1.216740,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996116039393,0.016526,-0.188948,1.702525,-1.485629,-38.027910,-6.237470,0.016531,-0.188950,1.702526,-1.485642,-38.027904,-6.237457,-0.000000,0.002377,-0.002377,-0.000000,-0.000000,0.000000,0.102884,-14.723161,-23.612931,1.426681,-0.189114,0.000440,-0.554464,-0.124123,0.603770,1.488683,-0.107511,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996116978546,0.016526,-0.188948,1.702528,-1.485630,-38.027910,-6.237470,0.016531,-0.188951,1.702526,-1.485644,-38.027904,-6.237455,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.000000,0.065575,-14.437786,-23.728897,1.431395,-0.183882,0.000410,-0.554464,-0.124123,0.603768,1.488686,-0.107511,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996118019384,0.016526,-0.188950,1.702526,-1.485628,-38.027910,-6.237470,0.016532,-0.188951,1.702526,-1.485646,-38.027903,-6.237453,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.072207,-14.374707,-23.622669,1.424379,-0.184183,0.000453,-0.554464,-0.124124,0.603770,1.488682,-0.107512,-1.216742,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996119022013,0.016527,-0.188950,1.702526,-1.485632,-38.027909,-6.237469,0.016533,-0.188951,1.702525,-1.485648,-38.027902,-6.237450,-0.000000,-0.000000,0.000000,-0.003797,-0.000000,0.000000,0.091654,-14.388314,-23.630887,1.434117,-0.187396,0.000567,-0.554464,-0.124123,0.603770,1.488683,-0.107509,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996120027658,0.016527,-0.188951,1.702524,-1.485628,-38.027910,-6.237468,0.016534,-0.188951,1.702525,-1.485651,-38.027902,-6.237448,-0.000000,-0.000000,-0.002377,-0.000000,-0.000000,0.000000,0.084401,-14.322133,-23.519274,1.417360,-0.185021,0.000493,-0.554464,-0.124124,0.603772,1.488679,-0.107513,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996121052657,0.016524,-0.188950,1.702526,-1.485629,-38.027909,-6.237468,0.016534,-0.188951,1.702525,-1.485654,-38.027901,-6.237445,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.002848,0.089270,-14.470846,-23.738302,1.431594,-0.186252,0.000351,-0.554464,-0.124122,0.603770,1.488683,-0.107513,-1.216745,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996122024550,0.016527,-0.188949,1.702527,-1.485630,-38.027912,-6.237470,0.016535,-0.188952,1.702524,-1.485657,-38.027900,-6.237442,0.002377,-0.000000,0.000000,-0.000000,-0.002848,0.000000,-0.102420,-14.359164,-23.637626,1.387092,-0.156561,0.000399,-0.554464,-0.124124,0.603769,1.488684,-0.107511,-1.216740,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996123034212,0.016526,-0.188951,1.702527,-1.485628,-38.027911,-6.237469,0.016536,-0.188952,1.702524,-1.485660,-38.027899,-6.237438,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.102016,-14.420451,-23.636739,1.424734,-0.187147,0.000435,-0.554463,-0.124124,0.603770,1.488682,-0.107513,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996124033903,0.016528,-0.188949,1.702525,-1.485628,-38.027912,-6.237471,0.016537,-0.188952,1.702524,-1.485664,-38.027898,-6.237435,0.002377,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.084617,-14.380216,-23.642970,1.388593,-0.160517,0.000391,-0.554464,-0.124125,0.603770,1.488682,-0.107511,-1.216738,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996125032089,0.016526,-0.188948,1.702528,-1.485629,-38.027910,-6.237472,0.016538,-0.188953,1.702523,-1.485668,-38.027897,-6.237431,-0.000000,-0.000000,0.002377,-0.000000,-0.000000,0.000000,0.114352,-14.513995,-23.751665,1.432075,-0.188778,0.000379,-0.554464,-0.124123,0.603768,1.488685,-0.107510,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996126028016,0.016527,-0.188949,1.702526,-1.485630,-38.027907,-6.237471,0.016540,-0.188953,1.702523,-1.485672,-38.027896,-6.237427,-0.000000,-0.000000,0.000000,-0.000000,0.002848,0.000000,0.128446,-14.456105,-23.646486,1.426794,-0.192084,0.000423,-0.554464,-0.124123,0.603769,1.488684,-0.107510,-1.216745,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996127032062,0.016527,-0.188950,1.702527,-1.485629,-38.027911,-6.237472,0.016541,-0.188954,1.702522,-1.485676,-38.027895,-6.237423,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.129406,-14.463932,-23.649664,1.425462,-0.189977,0.000417,-0.554463,-0.124124,0.603770,1.488683,-0.107509,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996128030580,0.016528,-0.188949,1.702527,-1.485632,-38.027910,-6.237472,0.016542,-0.188954,1.702522,-1.485681,-38.027894,-6.237418,-0.000000,-0.000000,0.000000,-0.002848,-0.000000,0.000000,0.147307,-14.480081,-23.657494,1.433026,-0.192774,0.000500,-0.554464,-0.124124,0.603769,1.488685,-0.107507,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996129027654,0.016527,-0.188948,1.702525,-1.485633,-38.027910,-6.237470,0.016544,-0.188954,1.702521,-1.485685,-38.027893,-6.237413,-0.000000,-0.000000,-0.002377,-0.000000,-0.000000,0.000000,0.146699,-14.420595,-23.548651,1.419240,-0.191498,0.000455,-0.554464,-0.124123,0.603770,1.488684,-0.107508,-1.216742,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996129982094,0.016526,-0.188948,1.702528,-1.485630,-38.027910,-6.237469,0.016545,-0.188955,1.702521,-1.485691,-38.027891,-6.237408,-0.000000,-0.000000,0.003169,0.002848,-0.000000,0.000000,0.140660,-14.589107,-23.800008,1.428413,-0.190759,0.000252,-0.554464,-0.124123,0.603768,1.488686,-0.107512,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996130981168,0.016528,-0.188947,1.702529,-1.485629,-38.027910,-6.237470,0.016547,-0.188955,1.702520,-1.485696,-38.027890,-6.237403,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.160550,-14.515170,-23.665510,1.426761,-0.193312,0.000396,-0.554464,-0.124124,0.603767,1.488688,-0.107513,-1.216741,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996132024055,0.016528,-0.188951,1.702526,-1.485629,-38.027911,-6.237469,0.016549,-0.188956,1.702519,-1.485702,-38.027888,-6.237397,-0.000000,-0.000000,-0.003169,-0.000000,-0.000000,0.000000,0.170568,-14.429549,-23.523155,1.417782,-0.193908,0.000454,-0.554463,-0.124125,0.603770,1.488682,-0.107512,-1.216740,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
2996133022397,0.016528,-0.188949,1.702527,-1.485631,-38.027908,-6.237471,0.016550,-0.188957,1.702519,-1.485708,-38.027887,-6.237391,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.177450,-14.536329,-23.671135,1.427476,-0.195141,0.000386,-0.554464,-0.124123,0.603769,1.488685,-0.107509,-1.216743,-0.554464,-0.074123,0.553769,1.488685,-0.107512,-1.216744,5
