timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,tcp_roll,tcp_pitch,tcp_yaw,goal_x,goal_y,goal_z,goal_roll,goal_pitch,goal_yaw,ctrl_mode
1822655421253,0.137970,0.072743,1.916371,-6.300548,-38.165174,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.002377,0.003169,-0.000000,-0.000000,0.000000,-395.147792,157.047592,-236.121698,183.648634,203.253446,2.692901,-0.616756,-0.276246,0.617432,-0.558625,-1.514558,0.705117,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822656412994,0.137970,0.072744,1.916369,-6.300551,-38.165175,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.002377,-0.002848,-0.000000,0.000000,-395.077283,156.749155,-236.011890,183.624291,203.261866,2.692977,-0.616756,-0.276247,0.617433,-0.558569,-1.514558,0.705063,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822657413219,0.137972,0.072743,1.916372,-6.300551,-38.165174,-6.237473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.002377,-0.000000,-0.002848,0.000000,-395.091136,156.634790,-236.184207,183.660548,203.236584,2.692908,-0.616755,-0.276248,0.617431,-0.558565,-1.514561,0.705060,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822658410672,0.137966,0.072744,1.916366,-6.300545,-38.165170,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004754,-0.000000,-0.004754,0.005695,0.004746,0.000000,-394.488864,156.667195,-235.844593,183.533189,203.275903,2.692755,-0.616758,-0.276244,0.617434,-0.558671,-1.514557,0.705158,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822659410162,0.137943,0.072756,1.916333,-6.300519,-38.165139,-6.237471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.022186,0.011093,-0.034071,0.025630,0.030376,0.000000,-391.991499,154.789630,-234.933192,183.130208,203.325377,2.692279,-0.616775,-0.276228,0.617442,-0.559112,-1.514551,0.705565,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822660382232,0.137874,0.072790,1.916249,-6.300453,-38.165059,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.068934,0.033279,-0.083989,0.066447,0.080686,0.000000,-385.622136,150.355617,-233.349431,182.282322,203.364731,2.691414,-0.616823,-0.276180,0.617459,-0.560287,-1.514546,0.706641,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822661425210,0.137750,0.072844,1.916108,-6.300344,-38.164927,-6.237473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.124398,0.057841,-0.141037,0.109163,0.131945,0.000000,-378.052984,145.296491,-231.463214,181.278479,203.418419,2.690600,-0.616905,-0.276095,0.617490,-0.562182,-1.514531,0.708362,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822662412967,0.137575,0.072932,1.915910,-6.300194,-38.164722,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.175108,0.085573,-0.197294,0.149981,0.197443,0.000000,-370.850801,139.603040,-229.790626,180.346799,203.414649,2.689945,-0.617024,-0.275976,0.617519,-0.565151,-1.514536,0.711087,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822663412480,0.137362,0.073039,1.915669,-6.300000,-38.164483,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.220272,0.114098,-0.250381,0.200291,0.255347,0.000000,-364.172532,133.822167,-228.232837,179.461930,203.396233,2.689058,-0.617169,-0.275830,0.617560,-0.568763,-1.514529,0.714398,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822664380621,0.137079,0.073192,1.915346,-6.299744,-38.164121,-6.237471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.271774,0.143415,-0.308222,0.245855,0.337931,0.000000,-356.570844,127.542769,-226.495692,178.469558,203.360260,2.688511,-0.617366,-0.275636,0.617595,-0.574122,-1.514562,0.719356,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822665385462,0.136760,0.073357,1.914994,-6.299449,-38.163717,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.319315,0.172731,-0.351801,0.295215,0.417668,0.000000,-349.387640,120.949338,-225.316978,177.625236,203.239034,2.687945,-0.617584,-0.275416,0.617635,-0.580184,-1.514596,0.724963,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822666381878,0.136406,0.073549,1.914605,-6.299114,-38.163224,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.353386,0.191748,-0.389042,0.335084,0.493608,0.000000,-343.940439,116.407149,-224.083036,176.886769,203.179380,2.687664,-0.617830,-0.275172,0.617660,-0.587610,-1.514673,0.731881,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822667409917,0.136028,0.073755,1.914196,-6.298761,-38.162668,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.390626,0.216310,-0.426282,0.367358,0.579040,0.000000,-337.949202,110.606847,-223.097028,176.176724,203.042678,2.687736,-0.618092,-0.274912,0.617673,-0.595862,-1.514784,0.739591,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822668410859,0.135596,0.073999,1.913739,-6.298339,-38.161971,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.431828,0.234534,-0.457183,0.406277,0.672066,0.000000,-331.496878,105.496545,-222.013478,175.387946,202.916148,2.687815,-0.618396,-0.274612,0.617659,-0.606410,-1.514963,0.749510,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
1822669410955,0.135132,0.074257,1.913256,-6.297923,-38.161247,-6.237472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.464314,0.258305,-0.483331,0.432856,0.753701,0.000000,-325.913476,99.452348,-221.450122,174.796662,202.707526,2.688261,-0.618716,-0.274293,0.617645,-0.617108,-1.515150,0.759549,-0.616756,-0.226248,0.667432,-0.558591,-1.514558,0.705086,5
