timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,ctrl_mode
576086188987398,-6.801299,-0.466702,6.769359,1.100776,-0.000021,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332365,4.951379,0.053665,-0.030103,0.000010,0.000000,0.000000,0.000000,0
576086189990175,-6.801299,-0.466702,6.769358,1.100776,-0.000022,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,27.332388,4.951401,0.053663,-0.030100,0.000010,0.000000,0.000000,0.000000,0
576086190987348,-6.801298,-0.466701,6.769357,1.100776,-0.000024,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332355,4.951404,0.053663,-0.030094,0.000010,0.000000,0.000000,0.000000,0
576086191985833,-6.801300,-0.466702,6.769358,1.100776,-0.000022,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,27.332385,4.951398,0.053663,-0.030100,0.000010,0.000000,0.000000,0.000000,0
576086192988375,-6.801300,-0.466703,6.769359,1.100776,-0.000019,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.002848,0.000000,-0.000000,27.332417,4.951395,0.053663,-0.030108,0.000010,0.000000,0.000000,0.000000,0
576086193988326,-6.801298,-0.466701,6.769357,1.100776,-0.000019,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332349,4.951397,0.053663,-0.030108,0.000010,0.000000,0.000000,0.000000,0
576086194985387,-6.801298,-0.466702,6.769359,1.100776,-0.000022,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.002848,0.000000,0.000000,27.332366,4.951380,0.053665,-0.030101,0.000010,0.000000,0.000000,0.000000,0
576086195984987,-6.801298,-0.466700,6.769357,1.100776,-0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332295,4.951379,0.053665,-0.030103,0.000010,0.000000,0.000000,0.000000,0
576086196985537,-6.801300,-0.466700,6.769359,1.100776,-0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332257,4.951341,0.053670,-0.030105,0.000010,0.000000,0.000000,0.000000,0
576086197986556,-6.801299,-0.466703,6.769359,1.100777,-0.000023,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.002377,0.000000,-0.000000,-0.002848,0.000000,-0.000000,27.332427,4.951405,0.053663,-0.030097,0.000010,0.000000,0.000000,0.000000,0
576086198990902,-6.801299,-0.466700,6.769357,1.100776,-0.000021,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.002377,-0.002377,-0.000000,-0.000000,0.000000,-0.000000,27.332313,4.951397,0.053663,-0.030102,0.000010,0.000000,0.000000,0.000000,0
576086199986459,-6.801297,-0.466703,6.769361,1.100777,-0.000020,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002377,-0.002377,0.003962,-0.000000,0.002848,0.000000,-0.000000,27.332386,4.951364,0.053667,-0.030107,0.000010,0.000000,0.000000,0.000000,0
576086200995590,-6.801299,-0.466704,6.769358,1.100776,-0.000021,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002377,-0.000000,-0.002377,-0.000000,-0.000000,0.000000,0.000000,27.332545,4.951453,0.053657,-0.030099,0.000010,0.000000,0.000000,0.000000,0
576086201985841,-6.801298,-0.466702,6.769359,1.100776,-0.000024,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.002377,0.000000,-0.000000,-0.002848,-0.004746,-0.000000,27.332371,4.951385,0.053665,-0.030095,0.000010,0.000000,0.000000,0.000000,0
576086202987875,-6.801298,-0.466701,6.769360,1.100776,-0.000022,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.005695,-0.000000,27.332297,4.951345,0.053670,-0.030103,0.000010,0.000000,0.000000,0.000000,0
576086203985703,-6.801298,-0.466702,6.769357,1.100774,-0.000022,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.002377,-0.002848,-0.000000,-0.002848,-0.000000,27.332398,4.951412,0.053661,-0.030099,0.000010,0.000000,0.000000,0.000000,0
576086204986755,-6.801298,-0.466700,6.769357,1.100776,-0.000020,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332294,4.951377,0.053665,-0.030106,0.000010,0.000000,0.000000,0.000000,0
576086205961702,-6.801298,-0.466703,6.769357,1.100778,-0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.002377,0.000000,0.002848,-0.000000,0.000000,-0.000000,27.332464,4.951442,0.053659,-0.030100,0.000010,0.000000,0.000000,0.000000,0
576086206966255,-6.801298,-0.466701,6.769359,1.100776,-0.000021,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.003797,-0.000000,27.332314,4.951363,0.053667,-0.030104,0.000010,0.000000,0.000000,0.000000,0
576086207987371,-6.801300,-0.466702,6.769360,1.100777,-0.000020,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002377,-0.000000,0.000000,-0.000000,-0.000000,0.002848,0.000000,27.332351,4.951364,0.053667,-0.030107,0.000010,0.000000,0.000000,0.000000,0
576086208993456,-6.801299,-0.466702,6.769358,1.100776,-0.000020,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.002848,-0.000000,0.000000,-0.000000,27.332383,4.951396,0.053663,-0.030105,0.000010,0.000000,0.000000,0.000000,0
576086209962305,-6.801301,-0.466702,6.769359,1.100776,-0.000023,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332368,4.951381,0.053665,-0.030098,0.000010,0.000000,0.000000,0.000000,0
576086210962377,-6.801298,-0.466702,6.769358,1.100776,-0.000021,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,27.332386,4.951400,0.053663,-0.030102,0.000010,0.000000,0.000000,0.000000,0
576086211961370,-6.801298,-0.466703,6.769359,1.100776,-0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.003797,-0.000000,27.332419,4.951397,0.053663,-0.030102,0.000010,0.000000,0.000000,0.000000,0
576086212987590,-6.801298,-0.466702,6.769359,1.100777,-0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332370,4.951384,0.053665,-0.030103,0.000010,0.000000,0.000000,0.000000,0
576086213986063,-6.801299,-0.466702,6.769358,1.100774,-0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.003797,-0.002848,0.000000,-0.000000,27.332382,4.951396,0.053663,-0.030094,0.000010,0.000000,0.000000,0.000000,0
576086214998398,-6.801300,-0.466703,6.769360,1.100777,-0.000023,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.003797,-0.000000,0.000000,0.000000,27.332462,4.951405,0.053663,-0.030097,0.000010,0.000000,0.000000,0.000000,0
576086215989045,-6.801300,-0.466701,6.769358,1.100776,-0.000022,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002377,-0.000000,-0.002377,-0.000000,-0.000000,0.002848,-0.000000,27.332331,4.951380,0.053665,-0.030101,0.000010,0.000000,0.000000,0.000000,0
576086216988404,-6.801299,-0.466701,6.769358,1.100775,-0.000017,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,27.332322,4.951371,0.053666,-0.030114,0.000010,0.000000,0.000000,0.000000,0
576086217987056,-6.801299,-0.466701,6.769359,1.100776,-0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,27.332314,4.951363,0.053667,-0.030104,0.000010,0.000000,0.000000,0.000000,0
576086218988157,-6.801300,-0.466703,6.769358,1.100776,-0.000023,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,27.332440,4.951418,0.053661,-0.030096,0.000010,0.000000,0.000000,0.000000,0
576086219985471,-6.801299,-0.466701,6.769359,1.100776,-0.000020,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.002848,0.000000,-0.000000,27.332310,4.951359,0.053668,-0.030107,0.000010,0.000000,0.000000,0.000000,0
