timestamp_ns,q0,q1,q2,q3,q4,q5,q_ref0,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,qd0,qd1,qd2,qd3,qd4,qd5,tau0,tau1,tau2,tau3,tau4,tau5,tcp_x,tcp_y,tcp_z,ctrl_mode
532886734601243,0.552384,-0.117201,7.032496,-5.698850,-0.000016,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-5.462746,-11.401982,3.074239,-1.421376,0.000557,-0.094666,-0.241764,1.272381,0
532886735573268,0.552380,-0.117201,7.032495,-5.698852,-0.000017,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003169,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-5.462735,-11.401971,3.074239,-1.421374,0.000557,-0.094666,-0.241764,1.272381,0
532886736597304,0.552384,-0.117200,7.032497,-5.698850,-0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.002848,0.000000,-5.462815,-11.402010,3.074243,-1.421372,0.000557,-0.094666,-0.241764,1.272381,0
532886737596054,0.552382,-0.117201,7.032495,-5.698852,-0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-5.462735,-11.401971,3.074239,-1.421374,0.000557,-0.094666,-0.241764,1.272381,0
532886738595332,0.552384,-0.117201,7.032496,-5.698852,-0.000018,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-5.462751,-11.401986,3.074242,-1.421373,0.000557,-0.094666,-0.241764,1.272381,0
532886739595612,0.552383,-0.117202,7.032496,-5.698850,-0.000018,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-5.462629,-11.401944,3.074231,-1.421369,0.000557,-0.094666,-0.241764,1.272381,0
532886740573633,0.552384,-0.117202,7.032495,-5.698850,-0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.002848,-0.002848,-0.000000,-5.462600,-11.401916,3.074227,-1.421372,0.000557,-0.094666,-0.241764,1.272381,0
532886741595067,0.552383,-0.117201,7.032496,-5.698852,-0.000012,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.002848,0.000000,0.000000,-5.462705,-11.401980,3.074244,-1.421385,0.000557,-0.094666,-0.241764,1.272381,0
532886742596738,0.552383,-0.117200,7.032495,-5.698851,-0.000016,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.003797,0.000000,-0.000000,-5.462790,-11.401986,3.074241,-1.421377,0.000557,-0.094666,-0.241764,1.272381,0
532886743600234,0.552381,-0.117202,7.032496,-5.698850,-0.000016,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002377,-0.002377,0.000000,-0.000000,-0.000000,0.000000,0.000000,-5.462632,-11.401948,3.074233,-1.421373,0.000557,-0.094666,-0.241764,1.272381,0
