capture,tx,ty,tz,r00,r01,r02,r10,r11,r12,r20,r21,r22
1,-0.586619,0.083146,0.364766,-0.310180,-0.178410,-0.933787,-0.909608,0.341279,0.236943,0.276409,0.922875,-0.268141
